ID,Age_Years,Gender,Marital_Status,Education,Employment,Account_Tenure_Months,Account_Balance,Transaction_Frequency,Product_Count,Number_of_Complaints,Satisfaction_Rate,Support_Calls,Email_Subscription,Has_Credit_Card,Churn_Status,Customer_Value_Score,Engagement_Level,Risk_Profile
CUST2845,38,Male,Married,Primary,Employed,177,3981,23,1,0,0.66,0,1,0,0,0.503,Medium,Low_Risk
CUST2976,44,Male,Married,University,Employed,178,422846,13,2,1,0.99,0,1,1,0,0.503,Medium,Low_Risk
CUST0046,38,Male,Divorced,Secondary,Self-employed,125,444560,21,1,0,0.76,0,0,0,0,0.502,Medium,Low_Risk
CUST1235,39,Male,Single,Secondary,Self-employed,171,381795,15,4,0,0.97,0,0,0,0,0.502,Medium,Low_Risk
CUST2420,33,Male,Married,University,Self-employed,180,24569,22,1,1,1.0,0,0,0,0,0.502,Medium,Low_Risk
CUST2711,38,Male,Married,Secondary,Employed,161,367444,17,4,0,0.63,2,0,0,0,0.502,High,Low_Risk
CUST0414,26,Female,Married,Secondary,Employed,155,25822,26,2,0,0.54,1,1,0,0,0.502,Medium,Low_Risk
CUST0057,47,Male,Single,Primary,Self-employed,164,260336,19,1,0,0.77,1,0,0,0,0.502,Medium,Low_Risk
CUST0141,19,Male,Married,Secondary,Employed,159,460134,15,2,0,0.52,0,1,1,0,0.501,Medium,Low_Risk
CUST1571,46,Female,Married,Secondary,Employed,180,232359,17,3,0,0.68,1,0,0,0,0.501,Medium,Low_Risk
CUST0999,18,Female,Married,Secondary,Employed,169,95522,22,1,0,0.92,2,1,0,0,0.501,Medium,Low_Risk
CUST1079,39,Male,Married,Primary,Self-employed,150,524819,15,2,0,0.94,1,0,0,0,0.501,Medium,Low_Risk
CUST0381,25,Male,Married,Secondary,Employed,117,750283,15,4,0,0.53,2,1,0,0,0.501,Medium,Low_Risk
CUST0461,31,Female,Single,Secondary,Employed,176,216468,18,1,0,0.54,1,1,1,0,0.501,Medium,Low_Risk
CUST2910,61,Male,Single,,Self-employed,144,393962,19,4,0,0.95,1,0,1,0,0.501,High,Low_Risk
CUST1006,36,Female,Single,University,Employed,147,454218,17,2,0,0.97,3,1,1,0,0.5,Medium,Low_Risk
CUST1005,50,Female,Married,University,Employed,137,649901,14,3,0,0.54,0,0,1,0,0.5,Medium,Low_Risk
CUST2140,40,Female,Single,Secondary,Self-employed,175,217803,18,2,0,0.84,0,0,1,0,0.5,Medium,Low_Risk
CUST0009,41,Female,Married,Secondary,Employed,176,42325,22,1,0,0.71,0,0,0,0,0.5,Medium,Low_Risk
CUST1669,21,Female,Single,Secondary,Unemployed,177,32373,22,1,0,0.91,0,1,0,0,0.499,Medium,Low_Risk
CUST2151,34,Male,Single,Secondary,Employed,174,10820,23,4,1,0.65,0,1,1,0,0.499,High,Low_Risk
CUST1489,29,Male,Married,Secondary,Employed,111,60587,32,1,0,0.61,2,1,0,0,0.499,High,Low_Risk
CUST1833,25,Male,Single,Secondary,Self-employed,180,139546,19,2,0,0.96,2,0,0,0,0.499,Medium,Low_Risk
CUST1275,32,Male,Married,Secondary,Employed,171,328797,16,1,0,0.94,2,1,0,0,0.499,Low,Low_Risk
CUST0183,23,Male,Single,Secondary,Employed,175,259134,17,2,0,0.92,0,1,0,0,0.499,Medium,Low_Risk
CUST1704,29,Male,Single,Primary,Self-employed,179,357970,14,1,0,0.9,0,1,0,0,0.499,Low,Low_Risk
CUST1186,41,Male,Married,Secondary,Employed,176,204868,18,1,0,0.96,1,1,0,0,0.498,Medium,Low_Risk
CUST1263,18,Male,Married,Secondary,Self-employed,149,475331,16,1,0,0.98,4,0,0,0,0.498,Low,Low_Risk
CUST1504,48,Male,Married,Secondary,Employed,128,536378,18,4,0,0.65,3,0,0,0,0.498,High,Low_Risk
CUST0139,35,Female,Married,Primary,Employed,165,107807,22,1,0,0.54,3,1,0,0,0.498,Medium,Low_Risk
CUST1557,33,Male,Married,,Employed,178,192234,18,3,0,0.72,1,0,0,0,0.498,Medium,Low_Risk
CUST2857,26,Male,Divorced,Secondary,Employed,175,297620,16,3,0,0.73,0,1,0,0,0.498,Medium,Low_Risk
CUST2665,22,Male,Married,University,Self-employed,132,466062,19,1,0,0.82,1,1,0,0,0.498,Medium,Low_Risk
CUST0885,18,Female,Single,University,Self-employed,138,251104,23,1,0,0.79,4,1,1,0,0.497,Medium,Low_Risk
CUST2373,27,Female,Married,Primary,Unemployed,145,500459,16,2,0,0.55,1,1,1,0,0.497,Medium,Low_Risk
CUST0418,30,Female,Married,University,Employed,178,229481,17,1,0,0.68,1,1,1,0,0.497,Low,Low_Risk
CUST0003,30,Male,Married,Primary,Employed,145,499850,16,4,0,0.62,1,1,0,0,0.497,Medium,Low_Risk
CUST2813,26,Male,Divorced,Primary,Employed,175,246109,17,2,0,0.53,1,1,1,0,0.496,Medium,Low_Risk
CUST0275,40,Female,Married,,Self-employed,143,592896,14,2,0,0.9,1,0,0,0,0.496,Medium,Low_Risk
CUST2641,34,Female,Single,Primary,Employed,153,185931,22,3,0,0.6,1,1,0,0,0.496,High,Low_Risk
CUST2673,40,Male,Single,University,Self-employed,170,493138,12,4,0,0.84,0,1,1,0,0.496,Medium,Low_Risk
CUST2335,19,Male,Single,,Employed,171,146949,20,4,0,0.73,1,0,0,0,0.496,High,Low_Risk
CUST2376,32,Male,Single,Primary,Self-employed,124,210661,26,3,1,0.53,0,1,0,0,0.495,High,Low_Risk
CUST1478,47,Female,Married,Secondary,Unemployed,150,283719,20,1,0,0.78,1,1,0,0,0.495,Medium,Low_Risk
CUST1971,24,Female,Married,Primary,Self-employed,143,292766,21,4,0,0.92,2,1,0,0,0.495,High,Low_Risk
CUST1876,18,Male,Married,University,Employed,171,226851,18,1,0,0.93,0,0,0,0,0.495,Medium,Low_Risk
CUST2109,19,Male,Divorced,Primary,Employed,175,152632,19,3,0,0.93,0,0,0,0,0.494,Medium,Low_Risk
CUST1435,20,Female,Married,Primary,Employed,179,40030,21,3,0,0.8,2,1,0,0,0.494,Medium,Low_Risk
CUST0231,47,Male,Single,University,Employed,172,172960,19,2,0,0.83,0,1,1,0,0.494,Medium,Low_Risk
CUST0108,44,Male,Single,Secondary,Employed,117,465499,21,1,1,0.78,1,1,1,0,0.494,Medium,Low_Risk
CUST2323,42,Male,Married,University,Employed,179,380612,13,2,0,0.93,2,1,0,0,0.494,Medium,Low_Risk
CUST2316,28,Male,Single,Primary,Employed,166,172429,20,1,0,0.83,1,0,0,0,0.494,Medium,Low_Risk
CUST0028,45,Male,Married,Secondary,Unemployed,140,604080,14,2,0,0.62,1,1,0,0,0.494,Medium,Low_Risk
CUST2156,50,Male,Single,University,Employed,149,33777,26,1,0,0.63,0,1,0,0,0.494,Medium,Low_Risk
CUST0802,28,Male,Married,Primary,Unemployed,162,493028,13,1,0,0.87,1,1,0,0,0.493,Low,Low_Risk
CUST1966,32,Female,Single,Primary,Self-employed,161,245624,19,1,0,0.66,0,0,0,0,0.493,Medium,Low_Risk
CUST2959,37,Male,Single,Secondary,Self-employed,177,218468,17,3,1,0.95,0,1,0,0,0.493,Medium,Low_Risk
CUST2845,20,Female,Single,,Self-employed,161,499444,13,3,1,0.85,0,1,0,0,0.493,Medium,Low_Risk
CUST1075,18,Female,Married,Secondary,Employed,168,237015,18,2,1,1.0,0,0,0,0,0.493,Medium,Low_Risk
CUST2775,32,Female,Divorced,Primary,Employed,180,69686,20,1,0,0.92,1,0,0,0,0.493,Medium,Low_Risk
CUST2235,28,Female,Single,,Self-employed,179,163326,18,3,0,0.63,5,0,0,0,0.493,Medium,Medium_Risk
CUST1614,36,Male,Single,University,Employed,167,197116,19,1,0,0.67,0,1,0,0,0.492,Medium,Low_Risk
CUST1562,42,Female,Married,University,Employed,176,393049,13,3,0,0.58,1,1,0,0,0.492,Medium,Low_Risk
CUST1821,30,Male,Single,Secondary,Employed,178,335922,14,2,0,0.54,1,0,0,0,0.492,Medium,Low_Risk
CUST1779,19,Male,Married,University,Self-employed,170,91040,21,1,1,0.71,0,0,0,0,0.491,Medium,Low_Risk
CUST0967,18,Female,Married,Secondary,Employed,167,26246,23,3,0,0.5,0,1,1,0,0.491,High,Low_Risk
CUST1436,36,Female,Divorced,Secondary,Self-employed,162,442279,14,1,0,0.78,0,1,0,0,0.491,Low,Low_Risk
CUST2300,18,Male,Married,Secondary,Employed,128,421735,20,2,0,0.68,0,1,0,0,0.491,Medium,Low_Risk
CUST0936,29,Female,Single,,Employed,166,239390,18,2,0,0.78,0,1,0,0,0.49,Medium,Low_Risk
CUST1016,27,Male,Married,Primary,Employed,177,35978,21,4,0,0.67,2,1,0,0,0.49,High,Low_Risk
CUST0279,18,Male,Single,Secondary,Unemployed,103,545479,21,2,0,0.51,2,1,0,0,0.49,Medium,Low_Risk
CUST1859,20,Female,Married,University,Unemployed,177,206458,17,1,0,0.59,1,1,0,0,0.49,Low,Low_Risk
CUST0055,35,Male,Single,Primary,Self-employed,133,339283,21,1,0,0.62,0,1,0,0,0.49,Medium,Low_Risk
CUST0081,40,Male,Single,,Employed,145,596596,13,2,0,0.89,2,0,0,0,0.49,Medium,Low_Risk
CUST0071,27,Female,Single,Secondary,Employed,173,274767,16,3,0,0.81,0,1,0,0,0.489,Medium,Low_Risk
CUST0633,46,Male,Married,Secondary,Self-employed,163,424633,14,4,0,0.62,1,0,0,0,0.489,Medium,Low_Risk
CUST1153,23,Female,Married,Secondary,Unemployed,160,66214,23,1,0,0.53,2,1,1,0,0.489,Medium,Low_Risk
CUST1506,25,Male,Married,Secondary,Employed,164,293997,17,3,0,0.97,1,0,1,0,0.489,Medium,Low_Risk
CUST1050,37,Male,Single,Secondary,Employed,157,126011,22,1,0,0.85,3,1,0,0,0.489,Medium,Low_Risk
CUST1654,31,Female,Married,Primary,Employed,172,278378,16,2,0,0.99,0,0,1,0,0.489,Medium,Low_Risk
CUST1296,28,Female,Single,Primary,Unemployed,179,357294,13,3,0,0.8,1,0,1,0,0.489,Medium,Low_Risk
CUST0999,25,Male,Single,,Self-employed,177,286671,15,2,0,0.57,1,0,1,0,0.489,Medium,Low_Risk
CUST2115,40,Female,Single,Secondary,Employed,168,93879,21,1,1,0.88,1,1,0,0,0.489,Medium,Low_Risk
CUST1880,61,Male,Married,University,Employed,177,112091,19,2,0,0.99,0,1,0,0,0.488,Medium,Low_Risk
CUST2888,43,Male,Single,Primary,Self-employed,159,196673,20,2,0,0.63,1,0,1,0,0.488,Medium,Low_Risk
CUST0292,40,Female,Married,University,Employed,168,219299,18,2,0,0.89,3,1,1,0,0.488,Medium,Low_Risk
CUST0862,31,Male,Married,Secondary,Unemployed,174,6684,22,1,1,0.94,1,1,0,0,0.488,Medium,Low_Risk
CUST1492,19,Male,Single,,Self-employed,174,217164,17,1,0,0.82,2,0,0,0,0.488,Low,Low_Risk
CUST1909,42,Female,Single,University,Self-employed,157,79461,23,1,0,0.87,1,1,0,0,0.488,Medium,Low_Risk
CUST1616,51,Female,Single,Primary,Self-employed,156,344101,17,3,1,0.8,0,0,0,0,0.488,Medium,Low_Risk
CUST2531,43,Male,Single,University,Self-employed,145,376964,18,3,0,0.82,0,0,0,0,0.488,Medium,Low_Risk
CUST2664,30,Female,Single,Secondary,Employed,164,289489,17,1,0,0.67,1,1,0,0,0.488,Low,Low_Risk
CUST0610,31,Male,Married,Secondary,Unemployed,173,51193,21,1,0,0.6,0,0,0,0,0.487,Medium,Low_Risk
CUST2873,52,Male,Married,Primary,Self-employed,150,339312,18,3,0,0.71,1,0,0,0,0.487,Medium,Low_Risk
CUST1101,55,Female,Single,Primary,Unemployed,172,144127,19,3,0,0.58,1,0,0,0,0.487,Medium,Low_Risk
CUST1199,18,Female,Divorced,University,Employed,158,114746,22,1,0,0.92,1,1,0,0,0.487,Medium,Low_Risk
CUST1627,44,Female,Single,University,Employed,138,417598,18,3,0,0.64,0,1,0,0,0.486,Medium,Low_Risk
CUST0619,38,Male,Divorced,,Unemployed,172,180611,18,2,0,0.66,0,0,0,0,0.486,Medium,Low_Risk
CUST2991,32,Female,Single,University,Self-employed,117,519729,19,3,0,0.92,1,1,0,0,0.486,Medium,Low_Risk
CUST2331,27,Male,Married,Secondary,Self-employed,148,303162,19,1,0,0.59,0,0,0,0,0.486,Medium,Low_Risk
CUST0307,40,Female,Married,,Self-employed,130,598557,15,1,0,0.92,1,0,0,0,0.486,Low,Low_Risk
CUST0734,25,Male,Single,Secondary,Unemployed,146,19426,26,4,0,0.82,1,0,0,0,0.486,High,Low_Risk
CUST0720,53,Male,Married,Secondary,Employed,152,188288,21,4,1,0.68,1,1,0,0,0.485,High,Low_Risk
CUST2934,33,Female,Divorced,Secondary,Employed,160,388720,15,1,0,0.91,4,1,1,0,0.485,Low,Low_Risk
CUST0181,48,Male,Single,Secondary,Self-employed,120,364945,22,2,1,0.59,2,0,0,0,0.485,Medium,Low_Risk
CUST1735,18,Female,Married,University,Employed,162,247952,18,3,0,0.8,0,0,0,0,0.485,Medium,Low_Risk
CUST1039,32,Male,Married,Secondary,Unemployed,148,131743,23,3,1,0.85,0,1,0,0,0.485,High,Low_Risk
CUST1214,43,Male,Married,University,Employed,168,79615,21,1,0,0.6,0,1,1,0,0.485,Medium,Low_Risk
CUST0365,36,Male,Single,Primary,Employed,109,485136,21,1,0,0.73,0,1,0,0,0.485,Medium,Low_Risk
CUST1466,44,Female,Married,,Employed,137,332942,20,3,0,0.95,1,1,1,0,0.485,Medium,Low_Risk
CUST1853,53,Male,Single,University,Employed,137,371324,19,2,0,0.65,2,1,0,0,0.484,Medium,Low_Risk
CUST2143,18,Female,Single,Primary,Self-employed,164,57862,22,2,0,0.62,0,1,1,0,0.484,Medium,Low_Risk
CUST1074,28,Female,Single,,Employed,174,161008,18,4,0,0.98,1,0,0,0,0.484,High,Low_Risk
CUST1069,38,Male,Married,University,Self-employed,179,40386,20,3,0,0.69,1,1,0,0,0.484,Medium,Low_Risk
CUST0890,43,Female,Married,Primary,Employed,171,52301,21,1,1,0.95,1,1,0,0,0.484,Medium,Low_Risk
CUST1286,43,Female,Married,Secondary,Employed,156,73083,23,3,0,0.88,1,1,0,0,0.484,High,Low_Risk
CUST1399,33,Female,Single,University,Unemployed,147,178180,22,1,0,0.73,0,1,0,0,0.484,Medium,Low_Risk
CUST1054,23,Male,Divorced,Secondary,Employed,158,143940,21,1,0,0.96,1,1,1,0,0.484,Medium,Low_Risk
CUST0151,29,Female,Single,Secondary,Employed,157,108545,22,1,0,0.62,2,1,0,0,0.484,Medium,Low_Risk
CUST2895,28,Female,Single,Primary,Employed,163,407244,14,1,0,0.98,1,1,0,0,0.484,Low,Low_Risk
CUST0277,38,Male,Married,Primary,Employed,178,88338,19,3,0,0.95,0,1,1,0,0.484,Medium,Low_Risk
CUST1011,45,Female,Married,Primary,Employed,160,378233,15,3,0,0.95,1,1,0,0,0.483,Medium,Low_Risk
CUST0148,46,Female,Married,Primary,Employed,168,241209,17,1,1,0.7,1,1,0,0,0.483,Low,Low_Risk
CUST2505,24,Male,Married,Secondary,Self-employed,150,67060,24,4,1,0.73,0,1,1,0,0.483,High,Low_Risk
CUST1623,34,Male,Single,Secondary,Employed,111,632171,17,3,0,0.69,1,1,0,0,0.483,Medium,Low_Risk
CUST0963,21,Male,Divorced,Secondary,Employed,170,140011,19,3,0,0.6,1,1,0,0,0.483,Medium,Low_Risk
CUST2660,41,Female,Single,Secondary,Self-employed,174,200454,17,3,0,0.79,0,1,0,0,0.483,Medium,Low_Risk
CUST2797,43,Male,Married,Secondary,Unemployed,169,317184,15,1,0,0.91,0,0,1,0,0.483,Low,Low_Risk
CUST0561,45,Female,Divorced,Primary,Employed,163,189240,19,2,0,0.83,2,0,1,0,0.483,Medium,Low_Risk
CUST1148,30,Female,Single,Secondary,Employed,157,101359,22,1,0,0.99,4,1,0,0,0.483,Medium,Low_Risk
CUST2455,43,Male,Single,University,Employed,171,85680,20,3,0,0.53,4,0,1,0,0.482,Medium,Low_Risk
CUST1747,43,Male,Single,Primary,Employed,159,381770,15,1,0,0.7,0,0,1,0,0.482,Low,Low_Risk
CUST1406,26,Male,Divorced,Secondary,Employed,169,142637,19,2,0,0.98,0,0,0,0,0.482,Medium,Low_Risk
CUST2044,36,Male,Married,Secondary,Employed,148,372192,17,2,1,0.8,0,0,1,0,0.482,Medium,Low_Risk
CUST2869,19,Male,Divorced,Primary,Employed,149,240661,20,4,0,0.55,0,1,0,0,0.482,High,Low_Risk
CUST2149,44,Female,Single,Secondary,Employed,166,80714,21,2,0,0.64,3,1,0,0,0.482,Medium,Low_Risk
CUST0651,47,Male,Married,Primary,Employed,164,217550,18,2,1,0.91,1,1,0,0,0.481,Medium,Low_Risk
CUST0296,36,Female,Single,Secondary,Employed,160,415556,14,2,0,0.61,0,1,1,0,0.481,Medium,Low_Risk
CUST0988,24,Female,Divorced,Secondary,Employed,151,307155,18,4,0,0.62,0,1,0,0,0.481,High,Low_Risk
CUST0735,30,Male,Married,Secondary,Self-employed,144,268582,20,1,0,0.87,3,1,1,0,0.481,Medium,Low_Risk
CUST0114,27,Female,Single,University,Employed,165,210671,18,2,1,0.84,0,1,1,0,0.481,Medium,Low_Risk
CUST1184,46,Female,Married,Primary,Self-employed,158,44345,23,2,0,0.85,0,1,0,0,0.481,Medium,Low_Risk
CUST0539,44,Female,Married,Primary,Employed,164,174048,19,1,0,0.63,1,0,0,0,0.481,Medium,Low_Risk
CUST0589,30,Male,Married,Primary,Employed,141,334453,19,1,0,0.56,0,1,0,0,0.481,Medium,Low_Risk
CUST1397,36,Female,Single,University,Self-employed,163,224558,18,2,0,0.93,2,1,0,0,0.481,Medium,Low_Risk
CUST2064,46,Male,Married,Primary,Self-employed,155,235118,19,1,0,0.71,0,0,1,0,0.481,Medium,Low_Risk
CUST2053,37,Male,Single,,Employed,170,89123,20,1,0,0.61,2,1,0,0,0.481,Medium,Low_Risk
CUST2485,29,Female,Married,Secondary,Employed,154,241485,19,3,0,0.74,2,1,1,0,0.481,Medium,Low_Risk
CUST0843,52,Female,Married,Primary,Employed,134,590899,14,1,0,0.64,1,1,0,0,0.48,Low,Low_Risk
CUST2744,30,Male,Married,University,Unemployed,158,128434,21,1,0,0.88,0,1,0,0,0.48,Medium,Low_Risk
CUST1722,32,Male,Married,,Employed,175,224013,16,1,0,0.76,2,1,0,0,0.48,Low,Low_Risk
CUST2627,41,Male,Married,Primary,Self-employed,152,297065,18,1,0,0.86,0,1,0,0,0.48,Medium,Low_Risk
CUST2776,37,Female,Married,University,Self-employed,155,655515,9,1,0,0.65,2,1,0,0,0.48,Low,Low_Risk
CUST2484,46,Female,Single,Primary,Employed,123,752111,12,1,0,0.81,2,1,0,0,0.48,Low,Low_Risk
CUST1537,34,Male,Single,Primary,Employed,52,770567,23,1,0,0.64,0,1,1,0,0.48,Medium,Low_Risk
CUST0394,42,Male,Married,University,Employed,138,391131,18,1,1,0.84,1,0,0,0,0.48,Medium,Low_Risk
CUST2251,42,Male,Divorced,Primary,Employed,175,179109,17,4,0,0.6,1,0,1,0,0.48,High,Low_Risk
CUST1240,39,Female,Single,,Employed,178,30484,20,1,0,0.69,1,0,0,0,0.48,Medium,Low_Risk
CUST1413,32,Male,Married,,Self-employed,170,299410,15,1,0,0.96,3,1,0,0,0.48,Low,Low_Risk
CUST2028,27,Female,Married,University,Employed,174,101125,19,1,0,0.94,1,1,1,0,0.48,Medium,Low_Risk
CUST0415,40,Female,Married,University,Employed,137,353892,19,1,0,0.62,0,1,0,0,0.479,Medium,Low_Risk
CUST2945,40,Female,Single,,Employed,179,148172,17,3,0,0.93,0,1,1,0,0.479,Medium,Low_Risk
CUST1654,35,Male,Married,Secondary,Employed,152,76725,23,2,1,0.62,1,0,0,0,0.479,Medium,Low_Risk
CUST2399,43,Female,Single,Secondary,Self-employed,178,496043,9,4,0,0.91,0,1,0,0,0.479,Medium,Low_Risk
CUST0145,46,Female,Single,University,Employed,146,289511,19,1,0,0.66,0,1,0,0,0.479,Medium,Low_Risk
CUST1076,40,Male,Married,Secondary,Self-employed,139,207164,22,1,1,0.69,2,0,0,0,0.478,Medium,Low_Risk
CUST1887,36,Female,Married,Secondary,Self-employed,170,76138,20,2,0,0.98,0,1,0,0,0.478,Medium,Low_Risk
CUST0109,43,Male,Married,Secondary,Employed,161,14589,23,3,0,0.66,1,0,0,0,0.478,High,Low_Risk
CUST0030,44,Female,Single,Secondary,Self-employed,145,208931,21,2,0,0.94,0,1,0,0,0.478,Medium,Low_Risk
CUST2327,52,Female,Divorced,Primary,Employed,109,712221,15,1,0,0.55,2,1,1,0,0.478,Low,Low_Risk
CUST1911,42,Male,Divorced,University,Employed,174,306304,14,2,0,0.83,0,0,1,0,0.478,Medium,Low_Risk
CUST0536,38,Male,Married,,Employed,156,133951,21,1,2,0.77,0,1,0,0,0.478,Medium,Low_Risk
CUST1570,36,Male,Single,Secondary,Employed,173,185591,17,4,0,0.91,1,0,0,0,0.478,High,Low_Risk
CUST2058,43,Male,Married,,Self-employed,95,554062,21,2,0,0.64,0,1,0,0,0.478,Medium,Low_Risk
CUST2361,43,Male,Married,Secondary,Unemployed,167,185790,18,1,0,0.83,0,1,1,0,0.478,Medium,Low_Risk
CUST0002,33,Male,Single,Primary,Employed,144,170747,22,1,0,0.92,0,1,0,0,0.478,Medium,Low_Risk
CUST2920,41,Male,Married,Secondary,Employed,172,107141,19,3,0,0.87,0,1,0,0,0.478,Medium,Low_Risk
CUST0956,31,Male,Married,Secondary,Employed,157,374410,15,3,0,0.9,0,1,0,0,0.477,Medium,Low_Risk
CUST0979,45,Male,Single,University,Employed,97,491171,22,2,0,0.61,1,1,0,0,0.477,Medium,Low_Risk
CUST0809,18,Male,Single,University,Self-employed,137,130816,24,1,0,0.6,0,0,0,0,0.477,Medium,Low_Risk
CUST2340,18,Female,Married,Primary,Unemployed,151,247364,19,2,0,0.59,2,1,0,0,0.477,Medium,Low_Risk
CUST2747,62,Male,Single,Secondary,Employed,178,272743,14,2,1,0.92,0,1,0,0,0.477,Medium,Low_Risk
CUST1345,44,Female,Married,Primary,Employed,179,351369,12,2,0,0.69,0,1,1,0,0.477,Low,Low_Risk
CUST1348,34,Male,Married,Secondary,Self-employed,176,203687,16,1,1,0.99,0,1,0,0,0.477,Low,Low_Risk
CUST1069,33,Male,Married,Secondary,Unemployed,148,395180,16,1,0,0.64,1,0,1,0,0.477,Low,Low_Risk
CUST1698,32,Male,Married,Primary,Employed,177,240015,15,4,1,0.78,2,1,1,0,0.477,Medium,Low_Risk
CUST1713,26,Female,Single,Secondary,Employed,164,237402,17,2,1,0.59,0,1,0,0,0.476,Medium,Low_Risk
CUST2594,34,Male,Single,Primary,Employed,179,176150,16,2,0,0.98,2,1,1,0,0.476,Medium,Low_Risk
CUST1565,22,Female,Married,Secondary,Self-employed,157,72752,22,3,0,0.78,0,1,0,0,0.476,High,Low_Risk
CUST2042,40,Female,Married,Primary,Unemployed,102,326017,25,2,0,0.67,1,1,0,0,0.476,Medium,Low_Risk
CUST2321,19,Male,Married,Primary,Employed,156,252762,18,2,1,0.7,0,0,1,0,0.476,Medium,Low_Risk
CUST2350,40,Female,Single,University,Employed,159,62579,22,3,0,0.65,2,1,0,0,0.476,High,Low_Risk
CUST1390,44,Female,Married,,Employed,173,92744,19,1,0,0.61,1,1,0,0,0.476,Medium,Low_Risk
CUST0430,33,Male,Married,Primary,Self-employed,173,255671,15,3,0,0.87,1,1,1,0,0.475,Medium,Low_Risk
CUST1954,31,Male,Married,Secondary,Self-employed,145,69785,24,2,1,0.72,0,1,0,0,0.475,Medium,Low_Risk
CUST2322,49,Female,Single,Secondary,Employed,169,540384,9,1,1,0.56,1,1,1,0,0.475,Low,Low_Risk
CUST0379,20,Female,Single,Secondary,Self-employed,150,74092,23,3,1,0.62,1,1,0,0,0.475,High,Low_Risk
CUST2280,42,Male,Single,Primary,Employed,177,17623,20,3,0,0.58,1,0,0,0,0.475,Medium,Low_Risk
CUST2719,30,Male,Single,University,Self-employed,141,434680,16,2,0,0.67,1,0,1,0,0.475,Medium,Low_Risk
CUST0894,32,Male,Divorced,University,Employed,178,180994,16,3,0,0.74,0,1,1,0,0.475,Medium,Low_Risk
CUST1477,38,Female,Single,Secondary,Employed,143,250925,20,4,0,0.92,1,1,0,0,0.475,High,Low_Risk
CUST2783,18,Female,Single,Secondary,Employed,157,28155,23,2,0,0.61,1,1,1,0,0.475,Medium,Low_Risk
CUST2791,27,Male,Single,Primary,Employed,146,232755,20,3,0,0.74,1,1,0,0,0.475,Medium,Low_Risk
CUST1884,35,Male,Single,Secondary,Self-employed,166,221463,17,2,0,0.64,2,1,0,0,0.475,Medium,Low_Risk
CUST1576,44,Female,Married,Secondary,Self-employed,164,362204,14,2,0,0.93,0,1,1,0,0.475,Medium,Low_Risk
CUST1756,41,Female,Single,Secondary,Employed,166,137093,19,2,0,0.69,2,1,0,0,0.475,Medium,Low_Risk
CUST0665,42,Female,Married,Secondary,Employed,178,136072,17,1,0,0.9,2,1,0,0,0.474,Low,Low_Risk
CUST0292,27,Female,Single,Primary,Employed,168,31201,21,4,0,0.53,1,1,1,0,0.474,High,Low_Risk
CUST0394,28,Female,Married,Primary,Self-employed,172,302585,14,1,0,0.79,2,1,0,0,0.474,Low,Low_Risk
CUST0287,45,Male,Single,Secondary,Employed,180,79636,18,1,0,0.79,0,0,1,0,0.474,Medium,Low_Risk
CUST2030,40,Female,Married,Primary,Self-employed,152,271318,18,1,0,0.73,1,1,0,0,0.474,Medium,Low_Risk
CUST2745,24,Male,Married,Secondary,Self-employed,146,526323,13,1,1,0.77,0,0,0,0,0.474,Low,Low_Risk
CUST0096,25,Male,Married,Secondary,Self-employed,129,385609,19,1,0,0.65,1,1,1,0,0.474,Medium,Low_Risk
CUST0666,34,Male,Married,Secondary,Employed,162,72865,21,3,0,1.0,1,1,0,0,0.474,Medium,Low_Risk
CUST1326,30,Male,Married,,Employed,179,211683,15,2,0,0.93,2,1,1,0,0.474,Medium,Low_Risk
CUST1143,28,Male,Married,Secondary,Employed,144,282931,19,2,1,0.83,2,1,0,0,0.474,Medium,Low_Risk
CUST0325,18,Female,Single,Secondary,Employed,155,250688,18,1,0,0.93,1,0,0,0,0.474,Medium,Low_Risk
CUST1041,38,Male,Divorced,University,Self-employed,165,54318,21,1,1,0.68,0,1,0,0,0.474,Medium,Low_Risk
CUST2347,33,Female,Married,Primary,Employed,144,369621,17,1,0,0.93,2,0,0,0,0.474,Low,Low_Risk
CUST1547,41,Female,Married,University,Self-employed,167,119639,19,2,1,0.81,2,1,1,0,0.473,Medium,Low_Risk
CUST0206,38,Male,Married,University,Employed,153,217091,19,1,0,0.69,0,1,1,0,0.473,Medium,Low_Risk
CUST0018,32,Female,Divorced,Secondary,Self-employed,148,337040,17,2,0,0.87,2,0,1,0,0.473,Medium,Low_Risk
CUST0705,33,Male,Married,,Unemployed,175,107951,18,2,1,0.84,2,1,0,0,0.473,Medium,Low_Risk
CUST2625,44,Male,Married,Secondary,Employed,169,190355,17,1,0,0.82,2,1,1,0,0.473,Low,Low_Risk
CUST1722,22,Male,Married,Primary,Employed,165,90811,20,2,0,0.5,0,0,0,0,0.473,Medium,Low_Risk
CUST2499,45,Female,Single,University,Employed,166,424522,12,2,0,0.56,0,1,1,0,0.473,Low,Low_Risk
CUST2700,48,Male,Married,,Employed,180,116164,17,4,0,0.58,0,1,0,0,0.473,High,Low_Risk
CUST1946,27,Male,Married,Secondary,Employed,156,239416,18,2,0,0.67,1,1,0,0,0.473,Medium,Low_Risk
CUST2581,35,Male,Married,University,Self-employed,157,318979,16,2,1,0.76,1,1,0,0,0.473,Medium,Low_Risk
